day,timestamp,aA,bA,cA
0,0,-8.850360779760779,17.690812668019902,-8.59124589842567
0,100,6.004361149225073,-11.978982974860768,6.209762807219937
0,200,-1.917263952456663,3.806596070079194,-1.6473000604784385
0,300,-0.8504836682792429,1.7014174386633985,-0.6093445371221885
0,400,-1.9172879182163025,3.80664365239992,-1.6473206515065384
0,500,0.7752651515638577,-1.5227873716040783,0.9875363582577779
0,600,0.8263719215591339,-1.6480017275202314,1.06162742916809
0,700,0.8263770874807282,-1.6480120297452687,1.0616340655830947
0,800,0.5815801551381072,-1.163185311296034,0.8217953481704718
0,900,0.8022825924674695,-1.6154066943560434,1.0531896413609256
0,1000,-1.3589995356750721,2.649438597168079,-1.0499383716590043
0,1100,6.073017544424314,-12.127742024375785,6.28988997498931
0,1200,0.8264029185522608,-1.6480635437890716,1.061667249535127
0,1300,-8.993453595638725,17.982446064453136,-8.738257400272802
0,1400,0.5816019720866323,-1.163228946279859,0.8218261747445935
0,1500,0.8023126877953014,-1.61546729179986,1.0532291474528575
0,1600,-8.986150129403711,17.960048119024336,-8.722811188494823
0,1700,-8.986206327920161,17.96016043943417,-8.722865740741305
0,1800,0.8023277367291038,-1.6154975930787432,1.0532489021658464
0,1900,-8.772795889868691,17.50626193068121,-8.483593891151017
0,2000,0.1210883431425877,-0.23332487670087898,0.3535823064714731
0,2100,-8.772905623945567,17.50648090695502,-8.4837000090969
0,2200,-8.772960492527401,17.506590398171777,-8.483753069562354
0,2300,6.077196528923415,-12.136841687446555,6.294852903146331
0,2400,-0.20206752281424534,0.38074034347139224,0.06176931460785064
0,2500,0.5816419761918649,-1.1633089564829315,0.8218826991298727
0,2600,6.212379106777856,-12.426839336878777,6.449264899434592
0,2700,0.8023728886049782,-1.6155885071326344,1.0533081729676212
0,2800,0.2512715334650211,-0.5201888166643993,0.5097883372216532
0,2900,-1.092743617170353,2.0592324479133186,-0.7280842889200123
0,3000,6.193019854902417,-12.38949441628287,6.431977791614551
0,3100,0.8023929585488998,-1.6156289182989712,1.0533345187548058
0,3200,6.148099356065769,-12.290086550756124,6.377166019802613
0,3300,-8.971532553164575,17.924280960294023,-8.701651872920575
0,3400,6.198447716675439,-12.401168318063137,6.438227844525723
0,3500,6.198486469147473,-12.401245849421004,6.438268095985607
0,3600,6.220253776276199,-12.445802221361756,6.460656380022798
0,3700,0.4783770540765767,-0.9852915577938364,0.7476487669150954
0,3800,7.5680642080008464,-15.03012571158295,7.700620644023318
0,3900,-9.061251409976771,18.11271624650414,-8.800897556237263
0,4000,-8.988662366627054,17.949933544651238,-8.710513501026275
0,4100,5.891867970416074,-11.72930532120449,6.071640884074082
0,4200,-9.156461631624463,18.313140983172183,-8.906675720931052
0,4300,-0.9612565225401511,1.9265739139663414,-0.7250213135459682
0,4400,-1.33799494594358,2.6503626034877876,-1.0710879310226993
0,4500,-8.982805865442781,17.93303098153236,-8.700860474110044
0,4600,-1.1182679274958343,2.2114339684903346,-0.8528607078748004
0,4700,-8.840942543474295,17.623148607540397,-8.53304472106364
0,4800,0.10701830241728172,-0.21952548881413486,0.3522627775995745
0,4900,-0.6457917776930953,1.2768718526191685,-0.38964630497485214
0,5000,-0.8762202787986593,1.716357815429303,-0.6000360668283424
0,5100,-9.123572888221767,18.23197824066292,-8.85818678264085
0,5200,5.816182723016931,-11.570596376085712,5.98965195335737
0,5300,-9.055331991503182,18.076668518676197,-8.770663417151862
0,5400,5.910816471237824,-11.776769594624843,6.101347795832791
0,5500,-9.123801224622431,18.23243453356986,-8.858408479362541
0,5600,5.910890403284747,-11.776916897545618,6.101424111187796
0,5700,5.910927370348408,-11.776990551078564,6.101462269939094
0,5800,-1.297630147244643,2.517608464319892,-0.9811408035662228
0,5900,-1.4364091456248451,2.8450640760056713,-1.1677134987885471
0,6000,-1.436418120687858,2.845081852817978,-1.167720793531747
0,6100,5.810865934565727,-11.56120630290144,5.985889034506168
0,6200,5.918068745397668,-11.792123441603,6.109408125718357
0,6300,-8.997928040965265,17.947224597909443,-8.698773059423866
0,6400,1.1651568962777725,-2.344104231556927,1.4181183831698265
0,6500,0.6386363770990321,-1.2995461477487686,0.9007520508305823
0,6600,-8.891720982075933,17.710313763183,-8.567927403333465
0,6700,-8.814571073977524,17.546292641028135,-8.48151276415379
0,6800,6.042996593662635,-12.063364567766946,6.255855928815436
0,6900,0.8266715285059449,-1.6652771965485798,1.0784218035097461
0,7000,-8.880403173724762,17.6942275342366,-8.563831711298757
0,7100,6.0431099937893435,-12.063590943401437,6.255973323608542
0,7200,5.987920217316266,-11.942471129096043,6.189790314701186
0,7300,-8.842381000665211,17.6260159668318,-8.534433100124375
0,7400,5.911555916552661,-11.778242872576538,6.102111078254403
0,7500,0.3086838366509929,-0.6020209424031446,0.5344830874447539
0,7600,-8.992982818707407,17.938589311493455,-8.695360603256633
0,7700,-8.961085138335223,17.87182310170835,-8.66057088625197
0,7800,-8.849902030519603,17.6263150565196,-8.526397165617057
0,7900,6.091433515494728,-12.167096528737279,6.3109621454961
0,8000,0.20287438736393915,-0.4063678586895733,0.44292592780459106
0,8100,-9.083958360934945,18.115958874109154,-8.781307187378832
0,8200,-8.935343895721111,17.79617244124926,-8.610724307891227
0,8300,-9.232735773261526,18.43618382734349,-8.95338626765646
0,8400,-1.0499401992160613,2.0902339116970063,-0.8001771402936966
0,8500,-9.19205790283819,18.346728663748834,-8.904705933096984
0,8600,-1.6572871174942883,3.2714739472375425,-1.3744221207360157
0,8700,-9.077461007326782,18.102278219906353,-8.77561797855102
0,8800,5.458885826311479,-10.806541072774683,5.584150438273892
0,8900,-0.5390840583868112,1.066726009284525,-0.2865665569531431
0,9000,-9.084470097255712,18.116979418353775,-8.781801878142453
0,9100,5.464735176333235,-10.816952397425839,5.588417193756941
0,9200,-1.0629577028462591,2.029878778007526,-0.7286421885802499
0,9300,7.512461295346134,-14.895541275403884,7.620335052403919
0,9400,5.968436698157492,-11.89880204934571,6.165415679620398
0,9500,6.097750267481065,-12.178457913526502,6.31573168712848
0,9600,0.5608248508303397,-1.1546601292637997,0.8341765819454747
0,9700,-8.838502483340251,17.594339698803736,-8.505736072223693
0,9800,-8.915959065187097,17.760384775944665,-8.594850308893129
0,9900,5.89067107879658,-11.738817473589007,6.084618198167826
0,10000,-0.5391211644921313,1.0667994338915217,-0.28658628135096303
0,10100,-8.820742480919485,17.554060359136844,-8.484324967947348
0,10200,-8.916182339157341,17.760829532618637,-8.595065544230419
0,10300,-9.03845505952965,18.028128384069188,-8.739940699019307
0,10400,10.284305448340307,-20.429208419477863,10.37892526878206
0,10500,0.49726598123089183,-1.0074493755223877,0.7506112071060952
0,10600,-8.994377989808395,17.929614155551548,-8.684272332108469
0,10700,0.4193314433112595,-0.8623139143438591,0.6838658269085724
0,10800,0.8268732766381202,-1.6656836049600916,1.0786849908651535
0,10900,-8.923255989314821,17.786055269839927,-8.61261694777646
0,11000,-8.994897049763242,17.942407689094917,-8.69721150417324
0,11100,-8.923367731048804,17.786277996295333,-8.612724800844791
0,11200,1.1655068799255364,-2.344808340699466,1.418544349798557
0,11300,1.1655141746062556,-2.344823016389096,1.418553228186236
0,11400,5.879925616150402,-11.714002765064102,6.07044181271476
0,11500,5.912186822800084,-11.781225584673704,6.104798748116178
0,11600,-8.957603873292777,17.866104671990726,-8.658570403921424
0,11700,-8.957659963487203,17.866216544913684,-8.658624622277937
0,11800,-8.960766999109898,17.86474921350802,-8.653455115015998
0,11900,-8.89467149744671,17.716190530153348,-8.570770510869929
0,12000,0.6477379143108267,-1.2822436346789776,0.8750814428525058
0,12100,-9.12757125108163,18.23996831411135,-8.862068879124546
0,12200,5.8501644665106225,-11.643507364970894,6.0286519132065655
0,12300,-0.8766199602243471,1.7171407129714953,-0.6003095932424377
0,12400,5.850237702149465,-11.643653124900288,6.028727383412106
0,12500,-0.7329375959121683,1.4200440277333062,-0.4474192604528677
0,12600,-0.9927555554616908,1.9172006030205553,-0.6860826905864383
0,12700,-1.4370198361083866,2.846273664157194,-1.1682098555801392
0,12800,0.9203602260012971,-1.8067762059308021,1.1264824530814546
0,12900,-0.876652835328193,1.7172051088557685,-0.6003320917434497
0,13000,-0.8766583148746943,1.7172158422132802,-0.6003358417423824
0,13100,-9.20316044550284,18.404961838777947,-8.951123705547666
0,13200,5.760046131444484,-11.453594135923758,5.92966159050145
0,13300,-9.059867928468998,18.085723361609677,-8.775056807344162
