day,timestamp,rv_100,rv_500,rv_2000
0,0,,,
0,100,,,
0,200,,,
0,300,,,
0,400,,,
0,500,,,
0,600,,,
0,700,,,
0,800,,,
0,900,,,
0,1000,,,
0,1100,,,
0,1200,,,
0,1300,,,
0,1400,,,
0,1500,,,
0,1600,,,
0,1700,,,
0,1800,,,
0,1900,,,
0,2000,,,
0,2100,,,
0,2200,,,
0,2300,,,
0,2400,,,
0,2500,,,
0,2600,,,
0,2700,,,
0,2800,,,
0,2900,,,
0,3000,,,
0,3100,,,
0,3200,,,
0,3300,,,
0,3400,,,
0,3500,,,
0,3600,,,
0,3700,,,
0,3800,,,
0,3900,,,
0,4000,,,
0,4100,,,
0,4200,,,
0,4300,,,
0,4400,,,
0,4500,,,
0,4600,,,
0,4700,,,
0,4800,,,
0,4900,,,
0,5000,,,
0,5100,,,
0,5200,,,
0,5300,,,
0,5400,,,
0,5500,,,
0,5600,,,
0,5700,,,
0,5800,,,
0,5900,,,
0,6000,,,
0,6100,,,
0,6200,,,
0,6300,,,
0,6400,,,
0,6500,,,
0,6600,,,
0,6700,,,
0,6800,,,
0,6900,,,
0,7000,,,
0,7100,,,
0,7200,,,
0,7300,,,
0,7400,,,
0,7500,,,
0,7600,,,
0,7700,,,
0,7800,,,
0,7900,,,
0,8000,,,
0,8100,,,
0,8200,,,
0,8300,,,
0,8400,,,
0,8500,,,
0,8600,,,
0,8700,,,
0,8800,,,
0,8900,,,
0,9000,,,
0,9100,,,
0,9200,,,
0,9300,,,
0,9400,,,
0,9500,,,
0,9600,,,
0,9700,,,
0,9800,,,
0,9900,,,
0,10000,0.9933490948515654,,
0,10100,0.9943781367205731,,
0,10200,1.001312270286479,,
0,10300,1.0034662148993578,,
0,10400,1.0055904341291841,,
0,10500,1.0087996667707457,,
0,10600,1.0057787575261814,,
0,10700,1.0077477638553982,,
0,10800,1.010350474245487,,
0,10900,1.006494065074555,,
0,11000,1.0021567650912613,,
0,11100,0.9965090581777482,,
0,11200,0.9965090581777482,,
0,11300,0.9927006323431777,,
0,11400,0.9965090581777482,,
0,11500,0.9989388308994638,,
0,11600,1.0042711815344527,,
0,11700,1.0042711815344527,,
0,11800,1.006494065074555,,
0,11900,1.0084867151060812,,
0,12000,1.0540925533894596,,
0,12100,1.059004201592184,,
0,12200,1.059004201592184,,
0,12300,1.057393402703463,,
0,12400,1.0516941599441378,,
0,12500,1.0477971119824618,,
0,12600,1.0493384159131462,,
0,12700,1.0493384159131462,,
0,12800,1.0493384159131462,,
0,12900,1.0437887475418335,,
0,13000,1.0396677791049846,,
0,13100,1.0396677791049846,,
0,13200,1.0354328621988063,,
0,13300,1.0525941979008555,,
0,13400,1.0956295178590436,,
0,13500,1.096954001227071,,
0,13600,1.0926175594933165,,
0,13700,1.0926175594933165,,
0,13800,1.0846029855959443,,
0,13900,1.0843701332379945,,
0,14000,1.081186684372614,,
0,14100,1.081280105553906,,
0,14200,1.081280105553906,,
0,14300,1.081280105553906,,
0,14400,1.0634420957010733,,
0,14500,1.0666074794185136,,
0,14600,1.0666074794185136,,
0,14700,1.056712550385115,,
0,14800,1.0557203486461055,,
0,14900,1.0557203486461055,,
0,15000,1.0512618680193413,,
0,15100,1.0557203486461055,,
0,15200,1.0600647969522305,,
0,15300,1.0547631262635475,,
0,15400,1.0547631262635475,,
0,15500,1.0504929097977547,,
0,15600,1.0451426851503254,,
0,15700,1.0451426851503254,,
0,15800,1.0349815789118513,,
0,15900,1.039181884897437,,
0,16000,1.039181884897437,,
0,16100,1.039181884897437,,
0,16200,1.020237148110104,,
0,16300,1.0290109991460907,,
0,16400,1.0274514906585934,,
0,16500,1.0234004518508308,,
0,16600,1.0242513895967675,,
0,16700,1.0299063407451527,,
0,16800,1.0354328621988063,,
0,16900,1.032049544656778,,
0,17000,1.0763176092397615,,
0,17100,1.099311079033068,,
0,17200,1.0961249467966228,,
0,17300,1.0689724132090688,,
0,17400,1.0726630694705868,,
0,17500,1.0726630694705868,,
0,17600,1.0666074794185136,,
0,17700,1.0699759272284983,,
0,17800,1.0600647969522305,,
0,17900,1.0499639243441856,,
0,18000,1.0552897060221726,,
0,18100,1.0451426851503254,,
0,18200,1.0445142895193444,,
0,18300,1.0484596686414203,,
0,18400,1.0469291313458642,,
0,18500,1.0477850616197653,,
0,18600,1.0532657247194017,,
0,18700,1.0525941979008555,,
0,18800,1.0517421814121635,,
0,18900,1.0388416237290066,,
0,19000,1.037418610656939,,
0,19100,1.0437887475418335,,
0,19200,1.0157347939876686,,
0,19300,0.9693666577573818,,
0,19400,0.9587976477301815,,
0,19500,0.9387827924036162,,
0,19600,0.9678023631617221,,
0,19700,0.9668625715804869,,
0,19800,0.9709934514857876,,
0,19900,0.9860132971832692,,
0,20000,0.9847832146203446,,
0,20100,1.0007068209091718,,
0,20200,0.9962049198956219,,
0,20300,0.995177766973714,,
0,20400,0.9941241513426922,,
0,20500,1.0011483305674436,,
0,20600,1.0011483305674436,,
0,20700,0.9999494936740502,,
0,20800,0.9999494936740502,,
0,20900,1.0050378152592119,,
0,21000,1.0037681530365987,,
0,21100,1.007497148904405,,
0,21200,1.0269598164711529,,
0,21300,1.0468326446278724,,
0,21400,1.0468326446278724,,
0,21500,1.0468326446278724,,
0,21600,1.0468326446278724,,
0,21700,1.0760360288361792,,
0,21800,1.0765052885906488,,
0,21900,1.071897684699732,,
0,22000,1.0294158390548347,,
0,22100,1.0241527663824808,,
0,22200,1.0294158390548347,,
0,22300,1.0345545081352794,,
0,22400,1.03957061843199,,
0,22500,1.044272498203917,,
0,22600,1.0681216402563136,,
0,22700,1.06955102446746,,
0,22800,1.0703062905334877,,
0,22900,1.0746857656773416,,
0,23000,1.0797025404052614,,
0,23100,1.0797025404052614,,
0,23200,1.0840440559089444,,
0,23300,1.0840440559089444,,
0,23400,1.0600647969522303,,
0,23500,1.0600647969522303,,
0,23600,1.0713321264913718,,
0,23700,1.066228603228892,,
0,23800,1.057094837254205,,
0,23900,1.066228603228892,,
0,24000,1.0690314695219605,,
0,24100,1.0728396191811933,,
0,24200,1.075484386993445,,
0,24300,1.0746270200973134,,
0,24400,1.0784388267446152,,
0,24500,1.0771267428682754,,
0,24600,1.075566564348034,,
0,24700,1.0763176092397613,,
0,24800,1.0771267428682754,,
0,24900,1.0731338041531266,,
0,25000,1.0771267428682754,,
0,25100,1.0754374256857793,,
0,25200,1.0754374256857793,,
0,25300,1.077068130424328,,
0,25400,1.0808129188978846,,
0,25500,1.0897131491703433,,
0,25600,1.0983343679583113,,
0,25700,1.1103734925372148,,
0,25800,1.118835523789323,,
0,25900,1.117175370333954,,
0,26000,1.1327984477533162,,
0,26100,1.154033331101372,,
0,26200,1.165269726438276,,
0,26300,1.1553455034418196,,
0,26400,1.1557934875480935,,
0,26500,1.1609274418552282,,
