day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,book_volume
3,0,SNACKPACK_CHOCOLATE,9912,21,9910.0,52.0,,,9929,21,9931.0,52.0,,,9920.5,0.0,17,146.0
3,0,SNACKPACK_STRAWBERRY,10429,21,10427.0,52.0,,,10446,21,10448.0,52.0,,,10437.5,0.0,17,146.0
3,0,SNACKPACK_PISTACHIO,9501,21,9500.0,52.0,,,9518,21,9520.0,52.0,,,9509.5,0.0,17,146.0
3,0,SNACKPACK_VANILLA,10039,21,10037.0,52.0,,,10056,21,10058.0,52.0,,,10047.5,0.0,17,146.0
3,0,SNACKPACK_RASPBERRY,10232,21,10230.0,52.0,,,10249,21,10251.0,52.0,,,10240.5,0.0,17,146.0
3,100,SNACKPACK_CHOCOLATE,9905,28,9903.0,48.0,,,9922,28,9924.0,48.0,,,9913.5,0.0,17,152.0
3,100,SNACKPACK_STRAWBERRY,10427,28,10425.0,48.0,,,10445,28,10447.0,48.0,,,10436.0,0.0,18,152.0
3,100,SNACKPACK_PISTACHIO,9502,28,9500.0,48.0,,,9518,28,9520.0,48.0,,,9510.0,0.0,16,152.0
3,100,SNACKPACK_VANILLA,10044,28,10042.0,48.0,,,10061,28,10063.0,48.0,,,10052.5,0.0,17,152.0
3,100,SNACKPACK_RASPBERRY,10230,28,10228.0,48.0,,,10247,28,10249.0,48.0,,,10238.5,0.0,17,152.0
3,200,SNACKPACK_PISTACHIO,9496,21,9494.0,55.0,,,9512,21,9514.0,55.0,,,9504.0,0.0,16,152.0
3,200,SNACKPACK_STRAWBERRY,10421,21,10419.0,55.0,,,10439,21,10441.0,55.0,,,10430.0,0.0,18,152.0
3,200,SNACKPACK_VANILLA,10033,21,10031.0,55.0,,,10050,21,10052.0,55.0,,,10041.5,0.0,17,152.0
3,200,SNACKPACK_CHOCOLATE,9917,21,9915.0,55.0,,,9934,21,9936.0,55.0,,,9925.5,0.0,17,152.0
3,200,SNACKPACK_RASPBERRY,10238,21,10236.0,55.0,,,10256,21,10258.0,55.0,,,10247.0,0.0,18,152.0
