day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,book_volume
2,0,ROBOT_DISHES,9996,14,,,,,10004,14,,,,,10000.0,0.0,8,28.0
2,0,ROBOT_VACUUMING,9996,14,,,,,10004,14,,,,,10000.0,0.0,8,28.0
2,0,ROBOT_MOPPING,9996,14,,,,,10004,14,,,,,10000.0,0.0,8,28.0
2,0,ROBOT_LAUNDRY,9996,14,,,,,10004,14,,,,,10000.0,0.0,8,28.0
2,0,ROBOT_IRONING,9996,14,,,,,10004,14,,,,,10000.0,0.0,8,28.0
2,100,ROBOT_LAUNDRY,9987,7,9986.0,8.0,,,9994,7,9995.0,8.0,,,9990.5,0.0,7,30.0
2,100,ROBOT_IRONING,9986,15,,,,,9994,15,,,,,9990.0,0.0,8,30.0
2,100,ROBOT_DISHES,9976,7,9975.0,8.0,,,9983,7,9984.0,8.0,,,9979.5,0.0,7,30.0
2,100,ROBOT_VACUUMING,9993,7,9992.0,8.0,,,10000,7,10001.0,8.0,,,9996.5,0.0,7,30.0
2,100,ROBOT_MOPPING,10008,7,10007.0,8.0,,,10016,15,,,,,10012.0,0.0,8,30.0
2,200,ROBOT_IRONING,9976,15,,,,,9984,15,,,,,9980.0,0.0,8,30.0
2,200,ROBOT_LAUNDRY,10004,6,10003.0,9.0,,,10011,6,10012.0,9.0,,,10007.5,0.0,7,30.0
2,200,ROBOT_VACUUMING,10013,6,10012.0,9.0,,,10020,6,10021.0,9.0,,,10016.5,0.0,7,30.0
2,200,ROBOT_MOPPING,9998,6,9997.0,9.0,,,10005,6,10006.0,9.0,,,10001.5,0.0,7,30.0
2,200,ROBOT_DISHES,9994,15,,,,,10002,6,10003.0,9.0,,,9998.0,0.0,8,30.0
2,300,ROBOT_MOPPING,10007,8,10006.0,8.0,,,10014,8,10015.0,8.0,,,10010.5,0.0,7,32.0
2,300,ROBOT_IRONING,9976,16,,,,,9984,16,,,,,9980.0,0.0,8,32.0
2,300,ROBOT_LAUNDRY,10002,16,,,,,10010,8,10011.0,8.0,,,10006.0,0.0,8,32.0
2,300,ROBOT_VACUUMING,10010,8,10009.0,8.0,,,10017,8,10018.0,8.0,,,10013.5,0.0,7,32.0
2,300,ROBOT_DISHES,9996,16,,,,,10004,8,10005.0,8.0,,,10000.0,0.0,8,32.0
2,400,ROBOT_DISHES,9980,7,9979.0,10.0,,,9987,7,9988.0,10.0,,,9983.5,0.0,7,34.0
