day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,book_volume
4,0,SNACKPACK_PISTACHIO,9387,33,9385.0,42.0,,,9403,33,9405.0,42.0,,,9395.0,0.0,16,150.0
4,0,SNACKPACK_STRAWBERRY,10795,33,10793.0,42.0,,,10813,33,10815.0,42.0,,,10804.0,0.0,18,150.0
4,0,SNACKPACK_VANILLA,10013,33,10011.0,42.0,,,10030,33,10032.0,42.0,,,10021.5,0.0,17,150.0
4,0,SNACKPACK_CHOCOLATE,9835,33,9833.0,42.0,,,9852,33,9854.0,42.0,,,9843.5,0.0,17,150.0
4,0,SNACKPACK_RASPBERRY,10112,33,10110.0,42.0,,,10129,33,10131.0,42.0,,,10120.5,0.0,17,150.0
4,100,SNACKPACK_PISTACHIO,9384,39,9382.0,59.0,,,9400,39,9402.0,59.0,,,9392.0,0.0,16,196.0
4,100,SNACKPACK_STRAWBERRY,10797,39,10794.0,59.0,,,10815,39,10817.0,59.0,,,10806.0,0.0,18,196.0
4,100,SNACKPACK_RASPBERRY,10111,39,10109.0,59.0,,,10129,39,10131.0,59.0,,,10120.0,0.0,18,196.0
4,100,SNACKPACK_VANILLA,10012,39,10010.0,59.0,,,10029,39,10031.0,59.0,,,10020.5,0.0,17,196.0
4,100,SNACKPACK_CHOCOLATE,9838,39,9836.0,59.0,,,9855,39,9857.0,59.0,,,9846.5,0.0,17,196.0
4,200,SNACKPACK_PISTACHIO,9391,28,9389.0,41.0,,,9407,28,9409.0,41.0,,,9399.0,0.0,16,138.0
4,200,SNACKPACK_STRAWBERRY,10811,28,10809.0,41.0,,,10829,28,10832.0,41.0,,,10820.0,0.0,18,138.0
4,200,SNACKPACK_RASPBERRY,10096,28,10094.0,41.0,,,10114,28,10116.0,41.0,,,10105.0,0.0,18,138.0
4,200,SNACKPACK_CHOCOLATE,9837,28,9835.0,41.0,,,9853,28,9855.0,41.0,,,9845.0,0.0,16,138.0
4,200,SNACKPACK_VANILLA,10013,28,10011.0,41.0,,,10030,28,10032.0,41.0,,,10021.5,0.0,17,138.0
4,300,SNACKPACK_CHOCOLATE,9818,25,9816.0,56.0,,,9835,25,9837.0,56.0,,,9826.5,0.0,17,162.0
4,300,SNACKPACK_STRAWBERRY,10808,25,10806.0,56.0,,,10827,25,10829.0,56.0,,,10817.5,0.0,19,162.0
