timestamp,buyer,seller,symbol,currency,price,quantity
900,,,ROBOT_DISHES,XIRECS,10130.0,1
900,,,ROBOT_IRONING,XIRECS,7533.0,1
900,,,ROBOT_LAUNDRY,XIRECS,9489.0,1
900,,,ROBOT_MOPPING,XIRECS,12140.0,1
900,,,ROBOT_VACUUMING,XIRECS,8594.0,1
7100,,,ROBOT_DISHES,XIRECS,10201.0,4
7100,,,ROBOT_IRONING,XIRECS,7567.0,4
7100,,,ROBOT_LAUNDRY,XIRECS,9461.0,4
7100,,,ROBOT_MOPPING,XIRECS,12021.0,4
7100,,,ROBOT_VACUUMING,XIRECS,8702.0,4
7300,,,ROBOT_DISHES,XIRECS,10194.0,3
7300,,,ROBOT_IRONING,XIRECS,7557.0,3
7300,,,ROBOT_LAUNDRY,XIRECS,9444.0,3
7300,,,ROBOT_MOPPING,XIRECS,12001.0,3
7300,,,ROBOT_VACUUMING,XIRECS,8702.0,3
8600,,,ROBOT_DISHES,XIRECS,10159.0,1
8600,,,ROBOT_IRONING,XIRECS,7553.0,1
8600,,,ROBOT_LAUNDRY,XIRECS,9539.0,1
8600,,,ROBOT_MOPPING,XIRECS,12010.0,1
8600,,,ROBOT_VACUUMING,XIRECS,8744.0,1
13000,,,ROBOT_DISHES,XIRECS,10150.0,4
13000,,,ROBOT_IRONING,XIRECS,7563.0,4
13000,,,ROBOT_LAUNDRY,XIRECS,9533.0,4
13000,,,ROBOT_MOPPING,XIRECS,12015.0,4
13000,,,ROBOT_VACUUMING,XIRECS,8704.0,4
13900,,,ROBOT_DISHES,XIRECS,10194.0,1
13900,,,ROBOT_IRONING,XIRECS,7583.0,1
13900,,,ROBOT_LAUNDRY,XIRECS,9488.0,1
13900,,,ROBOT_MOPPING,XIRECS,11980.0,1
13900,,,ROBOT_VACUUMING,XIRECS,8732.0,1
23400,,,ROBOT_DISHES,XIRECS,10372.0,1
23400,,,ROBOT_IRONING,XIRECS,7617.0,1
23400,,,ROBOT_LAUNDRY,XIRECS,9379.0,1
23400,,,ROBOT_MOPPING,XIRECS,11772.0,1
23400,,,ROBOT_VACUUMING,XIRECS,8726.0,1
23700,,,ROBOT_DISHES,XIRECS,10379.0,1
23700,,,ROBOT_IRONING,XIRECS,7627.0,1
23700,,,ROBOT_LAUNDRY,XIRECS,9382.0,1
23700,,,ROBOT_MOPPING,XIRECS,11737.0,1
23700,,,ROBOT_VACUUMING,XIRECS,8703.0,1
30400,,,ROBOT_DISHES,XIRECS,10488.0,1
30400,,,ROBOT_IRONING,XIRECS,7643.0,1
30400,,,ROBOT_LAUNDRY,XIRECS,9358.0,1
30400,,,ROBOT_MOPPING,XIRECS,11783.0,1
30400,,,ROBOT_VACUUMING,XIRECS,8698.0,1
32400,,,ROBOT_DISHES,XIRECS,10532.0,4
32400,,,ROBOT_IRONING,XIRECS,7657.0,4
32400,,,ROBOT_LAUNDRY,XIRECS,9318.0,4
32400,,,ROBOT_MOPPING,XIRECS,11708.0,4
32400,,,ROBOT_VACUUMING,XIRECS,8665.0,4
36400,,,ROBOT_DISHES,XIRECS,10514.0,3
36400,,,ROBOT_IRONING,XIRECS,7737.0,3
36400,,,ROBOT_LAUNDRY,XIRECS,9198.0,3
36400,,,ROBOT_MOPPING,XIRECS,11665.0,3
36400,,,ROBOT_VACUUMING,XIRECS,8697.0,3
40600,,,ROBOT_DISHES,XIRECS,10568.0,4
40600,,,ROBOT_IRONING,XIRECS,7827.0,4
40600,,,ROBOT_LAUNDRY,XIRECS,9171.0,4
40600,,,ROBOT_MOPPING,XIRECS,11734.0,4
40600,,,ROBOT_VACUUMING,XIRECS,8767.0,4
42200,,,ROBOT_DISHES,XIRECS,10520.0,4
42200,,,ROBOT_IRONING,XIRECS,7843.0,4
42200,,,ROBOT_LAUNDRY,XIRECS,9168.0,4
42200,,,ROBOT_MOPPING,XIRECS,11714.0,4
42200,,,ROBOT_VACUUMING,XIRECS,8769.0,4
42300,,,ROBOT_DISHES,XIRECS,10518.0,1
42300,,,ROBOT_IRONING,XIRECS,7827.0,1
42300,,,ROBOT_LAUNDRY,XIRECS,9144.0,1
42300,,,ROBOT_MOPPING,XIRECS,11709.0,1
42300,,,ROBOT_VACUUMING,XIRECS,8763.0,1
42900,,,ROBOT_DISHES,XIRECS,10526.0,3
42900,,,ROBOT_IRONING,XIRECS,7817.0,3
42900,,,ROBOT_LAUNDRY,XIRECS,9088.0,3
42900,,,ROBOT_MOPPING,XIRECS,11710.0,3
42900,,,ROBOT_VACUUMING,XIRECS,8757.0,3
53500,,,ROBOT_DISHES,XIRECS,10359.0,2
53500,,,ROBOT_IRONING,XIRECS,7867.0,2
53500,,,ROBOT_LAUNDRY,XIRECS,9047.0,2
53500,,,ROBOT_MOPPING,XIRECS,11700.0,2
53500,,,ROBOT_VACUUMING,XIRECS,8698.0,2
57800,,,ROBOT_DISHES,XIRECS,10242.0,1
57800,,,ROBOT_IRONING,XIRECS,7837.0,1
57800,,,ROBOT_LAUNDRY,XIRECS,9055.0,1
57800,,,ROBOT_MOPPING,XIRECS,11634.0,1
57800,,,ROBOT_VACUUMING,XIRECS,8815.0,1
60200,,,ROBOT_DISHES,XIRECS,10190.0,3
60200,,,ROBOT_IRONING,XIRECS,7827.0,3
60200,,,ROBOT_LAUNDRY,XIRECS,9022.0,3
60200,,,ROBOT_MOPPING,XIRECS,11670.0,3
60200,,,ROBOT_VACUUMING,XIRECS,8876.0,3
63500,,,ROBOT_DISHES,XIRECS,10200.0,2
63500,,,ROBOT_IRONING,XIRECS,7837.0,2
63500,,,ROBOT_LAUNDRY,XIRECS,9059.0,2
63500,,,ROBOT_MOPPING,XIRECS,11685.0,2
63500,,,ROBOT_VACUUMING,XIRECS,8815.0,2
65000,,,ROBOT_DISHES,XIRECS,10193.0,4
65000,,,ROBOT_IRONING,XIRECS,7833.0,4
65000,,,ROBOT_LAUNDRY,XIRECS,9018.0,4
65000,,,ROBOT_MOPPING,XIRECS,11680.0,4
65000,,,ROBOT_VACUUMING,XIRECS,8875.0,4
72000,,,ROBOT_DISHES,XIRECS,10308.0,4
72000,,,ROBOT_IRONING,XIRECS,7867.0,4
72000,,,ROBOT_LAUNDRY,XIRECS,9074.0,4
72000,,,ROBOT_MOPPING,XIRECS,11758.0,4
72000,,,ROBOT_VACUUMING,XIRECS,8890.0,4
73600,,,ROBOT_DISHES,XIRECS,10319.0,2
73600,,,ROBOT_IRONING,XIRECS,7863.0,2
73600,,,ROBOT_LAUNDRY,XIRECS,9103.0,2
73600,,,ROBOT_MOPPING,XIRECS,11763.0,2
73600,,,ROBOT_VACUUMING,XIRECS,8866.0,2
75300,,,ROBOT_DISHES,XIRECS,10387.0,1
75300,,,ROBOT_IRONING,XIRECS,7847.0,1
75300,,,ROBOT_LAUNDRY,XIRECS,9057.0,1
75300,,,ROBOT_MOPPING,XIRECS,11754.0,1
75300,,,ROBOT_VACUUMING,XIRECS,8857.0,1
83400,,,ROBOT_DISHES,XIRECS,10297.0,3
83400,,,ROBOT_IRONING,XIRECS,7907.0,3
83400,,,ROBOT_LAUNDRY,XIRECS,8930.0,3
83400,,,ROBOT_MOPPING,XIRECS,11878.0,3
83400,,,ROBOT_VACUUMING,XIRECS,8749.0,3
86000,,,ROBOT_DISHES,XIRECS,10341.0,3
86000,,,ROBOT_IRONING,XIRECS,7887.0,3
86000,,,ROBOT_LAUNDRY,XIRECS,8860.0,3
86000,,,ROBOT_MOPPING,XIRECS,11903.0,3
86000,,,ROBOT_VACUUMING,XIRECS,8747.0,3
92100,,,ROBOT_DISHES,XIRECS,10220.0,4
92100,,,ROBOT_IRONING,XIRECS,7883.0,4
92100,,,ROBOT_LAUNDRY,XIRECS,8897.0,4
92100,,,ROBOT_MOPPING,XIRECS,11939.0,4
92100,,,ROBOT_VACUUMING,XIRECS,8775.0,4
92400,,,ROBOT_DISHES,XIRECS,10240.0,3
92400,,,ROBOT_IRONING,XIRECS,7857.0,3
92400,,,ROBOT_LAUNDRY,XIRECS,8868.0,3
92400,,,ROBOT_MOPPING,XIRECS,11909.0,3
92400,,,ROBOT_VACUUMING,XIRECS,8787.0,3
