timestamp,buyer,seller,symbol,currency,price,quantity
800,,,MICROCHIP_CIRCLE,XIRECS,8552.0,1
800,,,MICROCHIP_OVAL,XIRECS,7470.0,1
800,,,MICROCHIP_RECTANGLE,XIRECS,7838.0,1
800,,,MICROCHIP_SQUARE,XIRECS,15913.0,1
800,,,MICROCHIP_TRIANGLE,XIRECS,9023.0,1
2500,,,MICROCHIP_CIRCLE,XIRECS,8580.0,1
2500,,,MICROCHIP_OVAL,XIRECS,7453.0,1
2500,,,MICROCHIP_RECTANGLE,XIRECS,7841.0,1
2500,,,MICROCHIP_SQUARE,XIRECS,15994.0,1
2500,,,MICROCHIP_TRIANGLE,XIRECS,8991.0,1
24000,,,MICROCHIP_CIRCLE,XIRECS,8618.0,1
24000,,,MICROCHIP_OVAL,XIRECS,7324.0,1
24000,,,MICROCHIP_RECTANGLE,XIRECS,7982.0,1
24000,,,MICROCHIP_SQUARE,XIRECS,15744.0,1
24000,,,MICROCHIP_TRIANGLE,XIRECS,9081.0,1
24700,,,MICROCHIP_CIRCLE,XIRECS,8613.0,3
24700,,,MICROCHIP_OVAL,XIRECS,7293.0,3
24700,,,MICROCHIP_RECTANGLE,XIRECS,8006.0,3
24700,,,MICROCHIP_SQUARE,XIRECS,15832.0,3
24700,,,MICROCHIP_TRIANGLE,XIRECS,9107.0,3
26200,,,MICROCHIP_CIRCLE,XIRECS,8579.0,2
26200,,,MICROCHIP_OVAL,XIRECS,7289.0,2
26200,,,MICROCHIP_RECTANGLE,XIRECS,7997.0,2
26200,,,MICROCHIP_SQUARE,XIRECS,15661.0,2
26200,,,MICROCHIP_TRIANGLE,XIRECS,9155.0,2
26600,,,MICROCHIP_CIRCLE,XIRECS,8561.0,1
26600,,,MICROCHIP_OVAL,XIRECS,7335.0,1
26600,,,MICROCHIP_RECTANGLE,XIRECS,7976.0,1
26600,,,MICROCHIP_SQUARE,XIRECS,15667.0,1
26600,,,MICROCHIP_TRIANGLE,XIRECS,9148.0,1
29700,,,MICROCHIP_CIRCLE,XIRECS,8545.0,3
29700,,,MICROCHIP_OVAL,XIRECS,7390.0,3
29700,,,MICROCHIP_RECTANGLE,XIRECS,7939.0,3
29700,,,MICROCHIP_SQUARE,XIRECS,15675.0,3
29700,,,MICROCHIP_TRIANGLE,XIRECS,9103.0,3
32000,,,MICROCHIP_CIRCLE,XIRECS,8581.0,2
32000,,,MICROCHIP_OVAL,XIRECS,7405.0,2
32000,,,MICROCHIP_RECTANGLE,XIRECS,8032.0,2
32000,,,MICROCHIP_SQUARE,XIRECS,15707.0,2
32000,,,MICROCHIP_TRIANGLE,XIRECS,9164.0,2
43700,,,MICROCHIP_CIRCLE,XIRECS,8615.0,1
43700,,,MICROCHIP_OVAL,XIRECS,7509.0,1
43700,,,MICROCHIP_RECTANGLE,XIRECS,7953.0,1
43700,,,MICROCHIP_SQUARE,XIRECS,15916.0,1
43700,,,MICROCHIP_TRIANGLE,XIRECS,9226.0,1
53300,,,MICROCHIP_CIRCLE,XIRECS,8623.0,3
53300,,,MICROCHIP_OVAL,XIRECS,7473.0,3
53300,,,MICROCHIP_RECTANGLE,XIRECS,7846.0,3
53300,,,MICROCHIP_SQUARE,XIRECS,15647.0,3
53300,,,MICROCHIP_TRIANGLE,XIRECS,9377.0,3
57900,,,MICROCHIP_CIRCLE,XIRECS,8584.0,3
57900,,,MICROCHIP_OVAL,XIRECS,7409.0,3
57900,,,MICROCHIP_RECTANGLE,XIRECS,7737.0,3
57900,,,MICROCHIP_SQUARE,XIRECS,15834.0,3
57900,,,MICROCHIP_TRIANGLE,XIRECS,9526.0,3
60900,,,MICROCHIP_CIRCLE,XIRECS,8589.0,2
60900,,,MICROCHIP_OVAL,XIRECS,7314.0,2
60900,,,MICROCHIP_RECTANGLE,XIRECS,7638.0,2
60900,,,MICROCHIP_SQUARE,XIRECS,15875.0,2
60900,,,MICROCHIP_TRIANGLE,XIRECS,9507.0,2
